what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809820545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809850267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809854612
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1446809854633
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1446809873195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809877474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809879196
failed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.generate.hashcode.equals",1446809879204
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1446809882746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809884986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809888438
failed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.generate.hashcode.equals",1446809888442
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809892309
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809894617
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809897009
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809897541
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809900133
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1446809902048
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1446809910723
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809912489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1446809914211
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1446809914240
